"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL302795";"TENOXICAM";"4";"337.38";"0";"1.64";"Tenoxicam";"CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL142703";"VILDAGLIPTIN";"4";"303.41";"0";"1.17";"Vildagliptin";"N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1705373";"THIOCOLCHICOSIDE";"3";"563.63";"2";"0.76";"Thiocolchicoside";"COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1200527";"ATRACURIUM BESYLATE";"4";"1243.50";"3";"8.07";"Atracurium besylate";"COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL474579";"CEFOTETAN";"4";"575.63";"2";"-1.40";"Cefotetan";"CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL2373322";"";"0";"420.49";"0";"2.52";"Dolasetron mesylate";"CS(=O)(=O)O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL175247";"ORLISTAT";"4";"495.75";"1";"6.88";"Orlistat";"CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL693";"OXACILLIN SODIUM";"0";"423.43";"0";"1.90";"Oxacillin sodium";"Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL897";"PROBENECID";"4";"285.36";"0";"2.20";"Probenecid";"CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL2";"PRAZOSIN";"4";"383.41";"0";"1.78";"Prazosin";"COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL799";"CILOSTAZOL";"4";"369.47";"0";"3.46";"Cilostazol";"O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1";"IC50";"'='";"16600.0";"nM";"4.78";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL46469";"ANTHRALIN";"4";"226.23";"0";"2.23";"Anthralin";"O=C1c2c(O)cccc2Cc2cccc(O)c21";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL278172";"BENZOCAINE";"4";"165.19";"0";"1.45";"Benzocaine";"CCOC(=O)c1ccc(N)cc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL30";"CIMETIDINE";"4";"252.35";"0";"0.60";"Cimetidine";"CN/C(=N/CCSCc1nc[nH]c1C)NC#N";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL72";"DESIPRAMINE";"4";"266.39";"0";"3.53";"Desipramine";"CNCCCN1c2ccccc2CCc2ccccc21";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1200322";"ESCITALOPRAM OXALATE";"4";"414.43";"0";"3.81";"Escitalopram oxalate";"CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL628";"PENTOXIFYLLINE";"4";"278.31";"0";"0.19";"Pentoxifylline";"CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL36715";"PIRACETAM";"4";"142.16";"0";"-0.91";"Piracetam";"NC(=O)CN1CCCC1=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL728";"PROCHLORPERAZINE";"4";"373.95";"0";"4.58";"Prochlorperazine";"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL453514";"SPIRAMYCIN";"4";"843.06";"2";"2.33";"Spiramycin";"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL2107531";"STEPRONIN";"0";"273.33";"0";"1.21";"Stepronin";"CC(SC(=O)c1cccs1)C(=O)NCC(=O)O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL443";"SULFAMETHOXAZOLE";"4";"253.28";"0";"1.37";"Sulfamethoxazole";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL671";"THIOTEPA";"4";"189.22";"0";"0.16";"Thiotepa";"S=P(N1CC1)(N1CC1)N1CC1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1717";"TICLOPIDINE HYDROCHLORIDE";"4";"300.25";"0";"3.96";"Ticlopidine hydrochloride";"Cl.Clc1ccccc1CN1CCc2sccc2C1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL499";"TIMOLOL";"4";"316.43";"0";"0.50";"Timolol";"CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL220492";"TOPIRAMATE";"4";"339.37";"0";"-0.40";"Topiramate";"CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL2062259";"VARENICLINE TARTRATE";"4";"361.35";"0";"1.80";"Varenicline tartrate";"O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)C1CNCC3C1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL924";"ZOLEDRONIC ACID";"4";"272.09";"0";"-1.12";"Zoledronic acid";"O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1200629";"VECURONIUM BROMIDE";"4";"637.74";"2";"5.97";"Vecuronium bromide";"CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-]";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL4065982";"";"0";"438.32";"0";"0.92";"Scopolamine hydrobromide trihydrate";"Br.CN1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.O.O.O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL1723";"ALFUZOSIN HYDROCHLORIDE";"4";"425.92";"0";"1.35";"Alfuzosin hydrochloride";"COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL435";"HYDROCHLOROTHIAZIDE";"4";"297.75";"0";"-0.35";"Hydrochlorothiazide";"NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL110";"BENZNIDAZOLE";"4";"260.25";"0";"1.11";"Benznidazole";"O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
"CHEMBL820";"BUSULFAN";"4";"246.31";"0";"-0.28";"Busulphan";"CS(=O)(=O)OCCCCOS(C)(=O)=O";"IC50";"'>'";"133000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4028924";"Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1743128";"Multidrug resistance-associated protein 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";""
